model	app	subject	variant	field	value	confidence	evidence_count
us.anthropic.claude-opus-4-8	hypre:boomeramg-cuda	ij	boomeramg-cuda	topology.placement	pack	medium	1
us.anthropic.claude-opus-4-8	hypre:boomeramg-cuda	ij	boomeramg-cuda	launch.launcher	mpirun	high	2
us.anthropic.claude-opus-4-8	hpl	xhpl	general	parallelism	['mpi', 'threaded']	high	2
us.anthropic.claude-opus-4-8	hpl	xhpl	general	communication.model	point_to_point	high	3
us.anthropic.claude-opus-4-8	hpl	xhpl	general	communication.pattern	neighbor	medium	2
us.anthropic.claude-opus-4-8	hpl	xhpl	general	communication.intensity	high	medium	2
us.anthropic.claude-opus-4-8	hpl	xhpl	general	communication.latency_sensitive	True	medium	1
us.anthropic.claude-opus-4-8	hpl	xhpl	general	communication.bandwidth_sensitive	True	medium	1
us.anthropic.claude-opus-4-8	hpl	xhpl	general	accelerator.kind	none	high	2
us.anthropic.claude-opus-4-8	hpl	xhpl	general	memory.shared_memory	False	medium	1
us.anthropic.claude-opus-4-8	hpl	xhpl	general	memory.numa_sensitive	True	low	1
us.anthropic.claude-opus-4-8	hpl	xhpl	general	io.parallel_io	none	high	1
us.anthropic.claude-opus-4-8	hpl	xhpl	general	io.checkpoint	False	high	1
us.anthropic.claude-opus-4-8	hpl	xhpl	general	launch.launcher	mpirun	high	2
us.anthropic.claude-opus-4-8	hpl	xhpl	general	launch.tasks	4	high	1
us.anthropic.claude-opus-4-8	hpl	xhpl	general	topology.span	either	medium	2
us.anthropic.claude-opus-4-8	hpl	xhpl	general	topology.placement	pack	medium	2
us.anthropic.claude-opus-4-8	hpl	xhpl	general	topology.co_location	preferred	medium	2
us.anthropic.claude-opus-4-8	hpl	xhpl	general	communication.pattern	neighbor	high	2
us.anthropic.claude-opus-4-8	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	parallelism	['threaded']	high	3
us.anthropic.claude-opus-4-8	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	communication.model	none	high	2
us.anthropic.claude-opus-4-8	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	communication.pattern	none	high	1
us.anthropic.claude-opus-4-8	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	communication.intensity	none	high	1
us.anthropic.claude-opus-4-8	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	accelerator.kind	none	high	1
us.anthropic.claude-opus-4-8	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	memory.shared_memory	True	high	2
us.anthropic.claude-opus-4-8	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	memory.numa_sensitive	True	high	2
us.anthropic.claude-opus-4-8	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	memory.cpu_exclusive	True	medium	2
us.anthropic.claude-opus-4-8	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	memory.hugepages	False	low	1
us.anthropic.claude-opus-4-8	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	launch.launcher	none	high	2
us.anthropic.claude-opus-4-8	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	io.checkpoint	False	high	1
us.anthropic.claude-opus-4-8	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	io.parallel_io	none	high	1
us.anthropic.claude-opus-4-8	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	topology.span	single_node	high	2
us.anthropic.claude-opus-4-8	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	topology.co_location	required	high	1
us.anthropic.claude-opus-4-8	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	topology.placement	pack	medium	1
us.anthropic.claude-opus-4-8	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	communication.latency_sensitive	False	high	1
us.anthropic.claude-opus-4-8	STREAM:stream_c.exe:openmp	stream_c.exe	openmp	communication.bandwidth_sensitive	False	high	1
us.anthropic.claude-opus-4-8	STREAM:stream_f.exe:openmp	stream_f.exe	openmp	parallelism	['threaded']	high	2
us.anthropic.claude-opus-4-8	STREAM:stream_f.exe:openmp	stream_f.exe	openmp	communication.model	none	high	2
us.anthropic.claude-opus-4-8	STREAM:stream_f.exe:openmp	stream_f.exe	openmp	communication.pattern	none	high	1
us.anthropic.claude-opus-4-8	STREAM:stream_f.exe:openmp	stream_f.exe	openmp	accelerator.kind	none	high	1
us.anthropic.claude-opus-4-8	STREAM:stream_f.exe:openmp	stream_f.exe	openmp	memory.shared_memory	True	high	1
us.anthropic.claude-opus-4-8	STREAM:stream_f.exe:openmp	stream_f.exe	openmp	memory.numa_sensitive	True	medium	1
us.anthropic.claude-opus-4-8	STREAM:stream_f.exe:openmp	stream_f.exe	openmp	launch.launcher	none	high	1
us.anthropic.claude-opus-4-8	STREAM:stream_f.exe:openmp	stream_f.exe	openmp	topology.span	single_node	high	1
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-host	osu_allreduce	mpi-host	launch.launcher	mpirun	medium	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-host	osu_allreduce	mpi-host	launch.tasks	2	medium	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-host	osu_allreduce	mpi-host	topology.span	either	medium	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-host	osu_allreduce	mpi-host	topology.placement	pack	low	1
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-host	osu_allreduce	mpi-host	topology.co_location	preferred	low	1
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-host	osu_allreduce	mpi-host	memory.shared_memory	False	medium	1
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-host	osu_allreduce	mpi-host	io.checkpoint	False	high	1
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-host	osu_allreduce	mpi-host	parallelism	['mpi']	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-host	osu_allreduce	mpi-host	communication.model	collective	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-host	osu_allreduce	mpi-host	communication.pattern	reduction	high	1
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-host	osu_allreduce	mpi-host	communication.intensity	high	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-host	osu_allreduce	mpi-host	communication.latency_sensitive	True	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-host	osu_allreduce	mpi-host	communication.bandwidth_sensitive	True	medium	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-cuda	osu_allreduce	mpi-cuda	parallelism	['mpi', 'gpu']	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-cuda	osu_allreduce	mpi-cuda	accelerator.kind	cuda	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-cuda	osu_allreduce	mpi-cuda	accelerator.gpu_comm	gpu_aware_mpi	medium	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-cuda	osu_allreduce	mpi-cuda	accelerator.multi_gpu	False	low	1
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-cuda	osu_allreduce	mpi-cuda	communication.model	collective	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-cuda	osu_allreduce	mpi-cuda	communication.pattern	reduction	high	1
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-cuda	osu_allreduce	mpi-cuda	topology.co_location	preferred	medium	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-cuda	osu_allreduce	mpi-cuda	io.checkpoint	False	high	1
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-cuda	osu_allreduce	mpi-cuda	memory.numa_sensitive	True	medium	1
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-cuda	osu_allreduce	mpi-cuda	launch.gpus_per_task	1	medium	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-cuda	osu_allreduce	mpi-cuda	launch.tasks	2	medium	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-cuda	osu_allreduce	mpi-cuda	topology.span	either	low	1
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_bw:mpi-cpu	osu_bw	mpi-cpu	parallelism	['mpi']	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_bw:mpi-cpu	osu_bw	mpi-cpu	communication.model	point_to_point	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_bw:mpi-cpu	osu_bw	mpi-cpu	communication.pattern	pipeline	high	3
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_bw:mpi-cpu	osu_bw	mpi-cpu	communication.intensity	high	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_bw:mpi-cpu	osu_bw	mpi-cpu	communication.bandwidth_sensitive	True	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_bw:mpi-cpu	osu_bw	mpi-cpu	communication.latency_sensitive	False	medium	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_bw:mpi-cpu	osu_bw	mpi-cpu	launch.launcher	mpirun	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_bw:mpi-cpu	osu_bw	mpi-cpu	launch.tasks	2	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_bw:mpi-cpu	osu_bw	mpi-cpu	topology.span	either	medium	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_bw:mpi-cpu	osu_bw	mpi-cpu	topology.placement	pack	medium	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_bw:mpi-cpu	osu_bw	mpi-cpu	topology.co_location	preferred	medium	1
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_bw:mpi-cpu	osu_bw	mpi-cpu	io.checkpoint	False	high	1
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_bw:mpi-cpu	osu_bw	mpi-cpu	memory.shared_memory	False	medium	1
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:cuda	osu_bw	cuda	parallelism	['mpi', 'gpu']	high	3
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:cuda	osu_bw	cuda	accelerator.kind	cuda	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:cuda	osu_bw	cuda	accelerator.gpu_comm	gpu_aware_mpi	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:cuda	osu_bw	cuda	accelerator.multi_gpu	False	medium	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:cuda	osu_bw	cuda	communication.model	point_to_point	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:cuda	osu_bw	cuda	communication.pattern	pipeline	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:cuda	osu_bw	cuda	communication.bandwidth_sensitive	True	high	1
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:cuda	osu_bw	cuda	launch.launcher	mpirun	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:cuda	osu_bw	cuda	launch.tasks	2	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:cuda	osu_bw	cuda	topology.co_location	preferred	medium	1
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:cuda	osu_bw	cuda	topology.placement	pack	medium	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:cuda	osu_bw	cuda	accelerator.gpu_comm	rccl	low	1
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_latency:mpi-cpu	osu_latency	mpi-cpu	parallelism	['mpi']	high	3
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_latency:mpi-cpu	osu_latency	mpi-cpu	communication.model	point_to_point	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_latency:mpi-cpu	osu_latency	mpi-cpu	communication.pattern	pipeline	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_latency:mpi-cpu	osu_latency	mpi-cpu	communication.intensity	high	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_latency:mpi-cpu	osu_latency	mpi-cpu	communication.latency_sensitive	True	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_latency:mpi-cpu	osu_latency	mpi-cpu	communication.bandwidth_sensitive	False	medium	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_latency:mpi-cpu	osu_latency	mpi-cpu	launch.launcher	mpirun	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_latency:mpi-cpu	osu_latency	mpi-cpu	launch.tasks	2	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_latency:mpi-cpu	osu_latency	mpi-cpu	topology.span	either	medium	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_latency:mpi-cpu	osu_latency	mpi-cpu	topology.placement	pack	low	1
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_latency:mpi-cpu	osu_latency	mpi-cpu	topology.co_location	none	medium	1
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_latency:mpi-cpu	osu_latency	mpi-cpu	memory.shared_memory	False	medium	1
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_latency:mpi-cpu	osu_latency	mpi-cpu	io.checkpoint	False	high	1
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:osu_latency:mpi-cpu	osu_latency	mpi-cpu	io.parallel_io	none	high	1
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-gpu	osu_latency	mpi-gpu	parallelism	['mpi', 'gpu']	high	3
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-gpu	osu_latency	mpi-gpu	accelerator.kind	cuda	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-gpu	osu_latency	mpi-gpu	accelerator.gpu_comm	gpu_aware_mpi	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-gpu	osu_latency	mpi-gpu	accelerator.multi_gpu	False	medium	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-gpu	osu_latency	mpi-gpu	communication.model	point_to_point	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-gpu	osu_latency	mpi-gpu	communication.latency_sensitive	True	high	1
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-gpu	osu_latency	mpi-gpu	launch.tasks	2	high	2
us.anthropic.claude-opus-4-8	osu-micro-benchmarks:mpi-gpu	osu_latency	mpi-gpu	launch.gpus_per_task	1	medium	1
us.anthropic.claude-opus-4-8	lammps:reaxff	lmp	reaxff	parallelism	['mpi']	high	2
us.anthropic.claude-opus-4-8	lammps:reaxff	lmp	reaxff	communication.model	mixed	high	2
us.anthropic.claude-opus-4-8	lammps:reaxff	lmp	reaxff	communication.pattern	neighbor	high	2
us.anthropic.claude-opus-4-8	lammps:reaxff	lmp	reaxff	communication.latency_sensitive	True	high	2
us.anthropic.claude-opus-4-8	lammps:reaxff	lmp	reaxff	communication.intensity	high	medium	2
us.anthropic.claude-opus-4-8	lammps:reaxff	lmp	reaxff	communication.bandwidth_sensitive	False	high	2
us.anthropic.claude-opus-4-8	lammps:reaxff	lmp	reaxff	launch.launcher	mpirun	high	2
us.anthropic.claude-opus-4-8	lammps:reaxff	lmp	reaxff	launch.tasks	16	medium	1
us.anthropic.claude-opus-4-8	lammps:reaxff	lmp	reaxff	topology.span	either	medium	1
us.anthropic.claude-opus-4-8	lammps:reaxff	lmp	reaxff	topology.placement	neighbor	medium	2
us.anthropic.claude-opus-4-8	lammps:reaxff	lmp	reaxff	topology.co_location	preferred	medium	1
us.anthropic.claude-opus-4-8	lammps:reaxff	lmp	reaxff	io.checkpoint	True	low	1
us.anthropic.claude-opus-4-8	lammps:kokkos-cuda-reaxff	lmp	kokkos-cuda-reaxff	parallelism	['mpi', 'gpu', 'threaded']	high	2
us.anthropic.claude-opus-4-8	lammps:kokkos-cuda-reaxff	lmp	kokkos-cuda-reaxff	accelerator.kind	cuda	high	2
us.anthropic.claude-opus-4-8	lammps:kokkos-cuda-reaxff	lmp	kokkos-cuda-reaxff	accelerator.multi_gpu	True	high	2
us.anthropic.claude-opus-4-8	lammps:kokkos-cuda-reaxff	lmp	kokkos-cuda-reaxff	accelerator.gpu_comm	gpu_aware_mpi	high	2
us.anthropic.claude-opus-4-8	lammps:kokkos-cuda-reaxff	lmp	kokkos-cuda-reaxff	launch.launcher	mpirun	high	2
us.anthropic.claude-opus-4-8	lammps:kokkos-cuda-reaxff	lmp	kokkos-cuda-reaxff	launch.gpus_per_task	1	high	1
us.anthropic.claude-opus-4-8	lammps:kokkos-cuda-reaxff	lmp	kokkos-cuda-reaxff	communication.model	mixed	high	2
us.anthropic.claude-opus-4-8	lammps:kokkos-cuda-reaxff	lmp	kokkos-cuda-reaxff	communication.pattern	neighbor	high	2
us.anthropic.claude-opus-4-8	lammps:kokkos-cuda-reaxff	lmp	kokkos-cuda-reaxff	topology.co_location	preferred	high	2
us.anthropic.claude-opus-4-8	lammps:kokkos-cuda-reaxff	lmp	kokkos-cuda-reaxff	topology.span	either	medium	1
us.anthropic.claude-opus-4-8	lammps:kokkos-cuda-reaxff	lmp	kokkos-cuda-reaxff	topology.placement	pack	medium	2
us.anthropic.claude-opus-4-8	lammps:kokkos-cuda-reaxff	lmp	kokkos-cuda-reaxff	memory.numa_sensitive	True	high	2
us.anthropic.claude-opus-4-8	lammps:kokkos-cuda-reaxff	lmp	kokkos-cuda-reaxff	memory.cpu_exclusive	True	medium	2
us.anthropic.claude-opus-4-8	lammps:kokkos-cuda-reaxff	lmp	kokkos-cuda-reaxff	launch.tasks_per_node	2	high	1
us.anthropic.claude-opus-4-8	lammps:openmp-reaxff	lmp	openmp-reaxff	parallelism	['mpi', 'threaded']	high	2
us.anthropic.claude-opus-4-8	lammps:openmp-reaxff	lmp	openmp-reaxff	communication.model	mixed	high	2
us.anthropic.claude-opus-4-8	lammps:openmp-reaxff	lmp	openmp-reaxff	communication.pattern	neighbor	high	1
us.anthropic.claude-opus-4-8	lammps:openmp-reaxff	lmp	openmp-reaxff	memory.numa_sensitive	True	high	2
us.anthropic.claude-opus-4-8	lammps:openmp-reaxff	lmp	openmp-reaxff	launch.launcher	mpirun	high	1
us.anthropic.claude-opus-4-8	lammps:openmp-reaxff	lmp	openmp-reaxff	topology.co_location	preferred	medium	1
us.anthropic.claude-opus-4-8	lammps:openmp-reaxff	lmp	openmp-reaxff	topology.placement	pack	medium	1
us.anthropic.claude-sonnet-5	AMG	amg	general	parallelism	['mpi', 'threaded']	high	3
us.anthropic.claude-sonnet-5	AMG	amg	general	communication.model	mixed	high	3
us.anthropic.claude-sonnet-5	AMG	amg	general	communication.pattern	neighbor	high	3
us.anthropic.claude-sonnet-5	AMG	amg	general	communication.intensity	high	medium	1
us.anthropic.claude-sonnet-5	AMG	amg	general	communication.latency_sensitive	True	high	2
us.anthropic.claude-sonnet-5	AMG	amg	general	communication.bandwidth_sensitive	False	medium	1
us.anthropic.claude-sonnet-5	AMG	amg	general	memory.shared_memory	False	medium	1
us.anthropic.claude-sonnet-5	AMG	amg	general	memory.numa_sensitive	True	medium	2
us.anthropic.claude-sonnet-5	AMG	amg	general	memory.hugepages	False	low	1
us.anthropic.claude-sonnet-5	AMG	amg	general	memory.cpu_exclusive	True	medium	2
us.anthropic.claude-sonnet-5	AMG	amg	general	accelerator.kind	none	high	1
us.anthropic.claude-sonnet-5	AMG	amg	general	launch.launcher	mpirun	high	2
us.anthropic.claude-sonnet-5	AMG	amg	general	launch.tasks	4	high	1
us.anthropic.claude-sonnet-5	AMG	amg	general	launch.threads_per_task	3	high	1
us.anthropic.claude-sonnet-5	AMG	amg	general	io.parallel_io	none	high	2
us.anthropic.claude-sonnet-5	AMG	amg	general	io.checkpoint	False	high	1
us.anthropic.claude-sonnet-5	AMG	amg	general	topology.span	multi_node	medium	1
us.anthropic.claude-sonnet-5	AMG	amg	general	topology.placement	neighbor	medium	1
us.anthropic.claude-sonnet-5	AMG	amg	general	topology.co_location	preferred	medium	1
us.anthropic.claude-sonnet-5	AMG	amg	general	accelerator.multi_gpu	False	low	1
us.anthropic.claude-sonnet-5	AMG	amg	general	accelerator.gpu_comm	none	low	1
us.anthropic.claude-sonnet-5	AMG2023:cpu-mpi-openmp	amg	cpu-mpi-openmp	parallelism	['mpi', 'threaded', 'process']	high	4
us.anthropic.claude-sonnet-5	AMG2023:cpu-mpi-openmp	amg	cpu-mpi-openmp	communication.model	collective	medium	2
us.anthropic.claude-sonnet-5	AMG2023:cpu-mpi-openmp	amg	cpu-mpi-openmp	communication.pattern	neighbor	medium	2
us.anthropic.claude-sonnet-5	AMG2023:cpu-mpi-openmp	amg	cpu-mpi-openmp	communication.intensity	high	medium	1
us.anthropic.claude-sonnet-5	AMG2023:cpu-mpi-openmp	amg	cpu-mpi-openmp	communication.latency_sensitive	True	medium	2
us.anthropic.claude-sonnet-5	AMG2023:cpu-mpi-openmp	amg	cpu-mpi-openmp	communication.bandwidth_sensitive	True	medium	1
us.anthropic.claude-sonnet-5	AMG2023:cpu-mpi-openmp	amg	cpu-mpi-openmp	memory.numa_sensitive	True	medium	2
us.anthropic.claude-sonnet-5	AMG2023:cpu-mpi-openmp	amg	cpu-mpi-openmp	io.checkpoint	False	medium	1
us.anthropic.claude-sonnet-5	AMG2023:gpu-cuda-hip	amg	gpu-cuda-hip	parallelism	['mpi', 'gpu']	high	4
us.anthropic.claude-sonnet-5	AMG2023:gpu-cuda-hip	amg	gpu-cuda-hip	accelerator.kind	cuda	high	2
us.anthropic.claude-sonnet-5	AMG2023:gpu-cuda-hip	amg	gpu-cuda-hip	accelerator.multi_gpu	False	medium	1
us.anthropic.claude-sonnet-5	AMG2023:gpu-cuda-hip	amg	gpu-cuda-hip	accelerator.gpu_comm	gpu_aware_mpi	medium	2
us.anthropic.claude-sonnet-5	AMG2023:gpu-cuda-hip	amg	gpu-cuda-hip	communication.model	collective	medium	2
us.anthropic.claude-sonnet-5	AMG2023:gpu-cuda-hip	amg	gpu-cuda-hip	communication.pattern	neighbor	medium	2
us.anthropic.claude-sonnet-5	AMG2023:gpu-cuda-hip	amg	gpu-cuda-hip	communication.bandwidth_sensitive	True	medium	2
us.anthropic.claude-sonnet-5	AMG2023:gpu-cuda-hip	amg	gpu-cuda-hip	io.checkpoint	False	low	1
us.anthropic.claude-sonnet-5	Kripke:cpu-mpi-openmp	kripke.exe	cpu-mpi-openmp	parallelism	['mpi', 'threaded']	high	4
us.anthropic.claude-sonnet-5	Kripke:cpu-mpi-openmp	kripke.exe	cpu-mpi-openmp	communication.model	mixed	high	3
us.anthropic.claude-sonnet-5	Kripke:cpu-mpi-openmp	kripke.exe	cpu-mpi-openmp	communication.pattern	neighbor	high	3
us.anthropic.claude-sonnet-5	Kripke:cpu-mpi-openmp	kripke.exe	cpu-mpi-openmp	communication.intensity	high	medium	3
us.anthropic.claude-sonnet-5	Kripke:cpu-mpi-openmp	kripke.exe	cpu-mpi-openmp	communication.latency_sensitive	True	high	2
us.anthropic.claude-sonnet-5	Kripke:cpu-mpi-openmp	kripke.exe	cpu-mpi-openmp	communication.bandwidth_sensitive	False	medium	1
us.anthropic.claude-sonnet-5	Kripke:cpu-mpi-openmp	kripke.exe	cpu-mpi-openmp	memory.numa_sensitive	True	medium	2
us.anthropic.claude-sonnet-5	Kripke:cpu-mpi-openmp	kripke.exe	cpu-mpi-openmp	memory.cpu_exclusive	False	low	1
us.anthropic.claude-sonnet-5	Kripke:cpu-mpi-openmp	kripke.exe	cpu-mpi-openmp	topology.span	either	medium	2
us.anthropic.claude-sonnet-5	Kripke:cpu-mpi-openmp	kripke.exe	cpu-mpi-openmp	topology.placement	neighbor	medium	2
us.anthropic.claude-sonnet-5	Kripke:cpu-mpi-openmp	kripke.exe	cpu-mpi-openmp	topology.co_location	preferred	medium	1
us.anthropic.claude-sonnet-5	Kripke:cpu-mpi-openmp	kripke.exe	cpu-mpi-openmp	io.checkpoint	False	high	2
us.anthropic.claude-sonnet-5	Kripke:cpu-mpi-openmp	kripke.exe	cpu-mpi-openmp	io.parallel_io	none	high	1
us.anthropic.claude-sonnet-5	Kripke:cpu-mpi-openmp	kripke.exe	cpu-mpi-openmp	memory.shared_memory	False	medium	1
us.anthropic.claude-sonnet-5	Kripke:cuda-gpu-mpi	kripke.exe	cuda-gpu-mpi	accelerator.kind	cuda	high	2
us.anthropic.claude-sonnet-5	Kripke:cuda-gpu-mpi	kripke.exe	cuda-gpu-mpi	parallelism	['mpi', 'gpu']	high	2
us.anthropic.claude-sonnet-5	Kripke:cuda-gpu-mpi	kripke.exe	cuda-gpu-mpi	accelerator.gpu_comm	gpu_aware_mpi	high	3
us.anthropic.claude-sonnet-5	Kripke:cuda-gpu-mpi	kripke.exe	cuda-gpu-mpi	accelerator.multi_gpu	True	medium	2
us.anthropic.claude-sonnet-5	Kripke:cuda-gpu-mpi	kripke.exe	cuda-gpu-mpi	communication.pattern	neighbor	high	3
us.anthropic.claude-sonnet-5	Kripke:cuda-gpu-mpi	kripke.exe	cuda-gpu-mpi	communication.latency_sensitive	True	high	2
us.anthropic.claude-sonnet-5	Kripke:cuda-gpu-mpi	kripke.exe	cuda-gpu-mpi	launch.gpus_per_task	1	medium	2
us.anthropic.claude-sonnet-5	Kripke:cuda-gpu-mpi	kripke.exe	cuda-gpu-mpi	communication.model	mixed	high	2
us.anthropic.claude-sonnet-5	Kripke:cuda-gpu-mpi	kripke.exe	cuda-gpu-mpi	topology.span	either	medium	1
us.anthropic.claude-sonnet-5	Kripke:cuda-gpu-mpi	kripke.exe	cuda-gpu-mpi	topology.placement	neighbor	medium	2
us.anthropic.claude-sonnet-5	Kripke:cuda-gpu-mpi	kripke.exe	cuda-gpu-mpi	topology.co_location	preferred	high	2
us.anthropic.claude-sonnet-5	Kripke:cuda-gpu-mpi	kripke.exe	cuda-gpu-mpi	io.checkpoint	False	high	1
us.anthropic.claude-sonnet-5	Kripke:hip-gpu-mpi	kripke.exe	hip-gpu-mpi	accelerator.kind	rocm	high	2
us.anthropic.claude-sonnet-5	Kripke:hip-gpu-mpi	kripke.exe	hip-gpu-mpi	parallelism	['mpi', 'gpu']	high	2
us.anthropic.claude-sonnet-5	Kripke:hip-gpu-mpi	kripke.exe	hip-gpu-mpi	accelerator.gpu_comm	gpu_aware_mpi	high	2
us.anthropic.claude-sonnet-5	Kripke:hip-gpu-mpi	kripke.exe	hip-gpu-mpi	launch.gpus_per_task	1	medium	1
us.anthropic.claude-sonnet-5	Kripke:hip-gpu-mpi	kripke.exe	hip-gpu-mpi	communication.pattern	neighbor	high	2
us.anthropic.claude-sonnet-5	Kripke:hip-gpu-mpi	kripke.exe	hip-gpu-mpi	topology.span	either	medium	1
us.anthropic.claude-sonnet-5	Kripke:hip-gpu-mpi	kripke.exe	hip-gpu-mpi	topology.placement	neighbor	medium	2
us.anthropic.claude-sonnet-5	Kripke:hip-gpu-mpi	kripke.exe	hip-gpu-mpi	topology.co_location	preferred	high	2
us.anthropic.claude-sonnet-5	Kripke:hip-gpu-mpi	kripke.exe	hip-gpu-mpi	io.checkpoint	False	high	1
us.anthropic.claude-sonnet-5	Quicksilver:cpu-mpi-openmp	qs	cpu-mpi-openmp	parallelism	['process', 'mpi', 'threaded']	high	2
us.anthropic.claude-sonnet-5	Quicksilver:cpu-mpi-openmp	qs	cpu-mpi-openmp	communication.model	mixed	high	3
us.anthropic.claude-sonnet-5	Quicksilver:cpu-mpi-openmp	qs	cpu-mpi-openmp	communication.pattern	neighbor	high	3
us.anthropic.claude-sonnet-5	Quicksilver:cpu-mpi-openmp	qs	cpu-mpi-openmp	communication.intensity	moderate	medium	1
