,uid,worker_id,worker_gid,prompt_id,prompt,archetype,specificity,reasoning,complexity,is_correct,experiment,is_compatible,type_1_error,type_2_error,actual_verdict,agent_verdict,missing,software_name,gpu_count,node_count,low_latency_req,mpi_req,gpu_logic,is_satisfied,is_justified,is_justified_reason,is_rigorous,has_software,has_compute,has_parallel,has_storage,has_network,has_temporal,has_container
5001,experiment_0_worker_73_prompt_88,73,worker_73_experiment_0,88,I need to request 1 nodes to run lammps <= 2021.8.3. with support for low latency MPI,standalone,3,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'The installed LAMMPS versions (2024.8.1 and 2026.12.0) do not meet the requirement of being less than or equal to version 2021.8.3.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",8,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,"software: lammps@2021.8.3 has another version, but this requirement is not satisfied.",lammps,0,1,True,1,NONE,False,True,System fundamentally lacks resource.,True,1,1,1,0,0,0,0
5002,experiment_0_worker_73_prompt_57,73,worker_73_experiment_0,57,I need to request 1 cores to run gromacs >= 2024.4.0. with support for low latency MPI to run on CPU OR 8 GPU per node,standalone,3,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'Gromacs version 2022.5.5 is installed, but the user requires version >= 2024.4.0.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",8,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,"software: gromacs@2024.4.0 has another version, but this requirement is not satisfied.|compute: Not enough GPUs per node. Need 8 have 0",gromacs,8,1,True,1,OR,False,True,System fundamentally lacks resource.,False,1,1,1,0,0,0,0
5003,experiment_0_worker_73_prompt_69,73,worker_73_experiment_0,69,I want to immediately run diffusers == 3.3.1 with 1 cores on ethernet and lustre to run on CPU  AND 7 GPU per node,standalone,6,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'The requested diffusers package is not installed, and no GPUs are available.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",10,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,software: diffusers@3.3.1 is missing|compute: Not enough GPUs per node. Need 7 have 0|storage: missing requested storage lustre,diffusers,7,1,False,0,AND,False,True,System fundamentally lacks resource.,False,1,1,0,1,1,1,0
5004,experiment_0_worker_73_prompt_50,73,worker_73_experiment_0,50,I want a system to run pandas with 1 cores with support for low latency MPI to run on CPU OR 7 GPU per node,standalone,2,"{'verdict': 'READY', 'reasoning': ""Pandas is available in the 'data-science' conda environment, and MPI is installed. The system has available CPU resources, and can satisfy the CPU core request. The GPU request is not supported."", 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",4,False,0,False,1,0,INCOMPATIBLE,READY,"software: pandas@1.15.5 has another version, but this requirement is not satisfied.",pandas,0,1,True,1,,False,False,Agent said READY but constraints failed,False,1,0,1,0,0,0,0
5005,experiment_0_worker_73_prompt_55,73,worker_73_experiment_0,55,I want a system to run clang with 1 cores with support for low latency MPI,standalone,2,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'Clang is not installed on the system.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",4,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,software: clang@14.0.6 is missing,clang,0,1,True,1,,False,True,System fundamentally lacks resource.,True,1,0,1,0,0,0,0
5006,experiment_0_worker_73_prompt_80,73,worker_73_experiment_0,80,"I need to run cupy <= 1.15.7, 1 nodes, ethernet, and local-scratch right now. to run on CPU OR 7 GPU per node",standalone,6,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'The cluster does not have the requested version of CuPy (<= 1.15.7) installed. Only CuPy 3.5.0 is available.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",10,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,"software: cupy@1.15.7 has another version, but this requirement is not satisfied.|compute: Not enough GPUs per node. Need 7 have 0",cupy,7,1,False,0,OR,False,True,System fundamentally lacks resource.,False,1,1,0,1,1,1,0
5007,experiment_0_worker_73_prompt_73,73,worker_73_experiment_0,73,I need to run a job with gdb. to run on CPU  AND 2 GPU per node,standalone,1,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'GDB is not installed, and the cluster has no GPUs, while the request requires 2 GPUs per node.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",1,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,software: gdb is missing,gdb,0,1,False,0,,False,True,System fundamentally lacks resource.,True,1,0,0,0,0,0,0
5008,experiment_0_worker_73_prompt_33,73,worker_73_experiment_0,33,I want a system to run numpy (>= 2.15.7) with 1 cores. to run on CPU OR 6 GPU per node,standalone,3,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'Numpy version 1.6.2 is installed, which is less than the required version 2.15.7.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",7,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,"software: numpy@2.15.7 has another version, but this requirement is not satisfied.|compute: Not enough GPUs per node. Need 6 have 0",numpy,6,1,False,0,OR,False,True,System fundamentally lacks resource.,False,1,1,0,0,0,0,0
5009,experiment_0_worker_73_prompt_7,73,worker_73_experiment_0,7,Is aocc available for a 1 cores job? to run on CPU  AND 4 GPU per node,standalone,2,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'AOCC is not installed, and the cluster lacks the requested GPUs.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",3,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,software: aocc@3.2.0 is missing,aocc,0,1,False,0,,False,True,System fundamentally lacks resource.,True,1,0,0,0,0,0,0
5010,experiment_0_worker_73_prompt_98,73,worker_73_experiment_0,98,I need to request 1 cores to run fftw <= 3.3.10. with support for low latency MPI to run on CPU OR 4 GPU per node,standalone,3,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'FFTW is not installed on the cluster.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",8,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,software: fftw@3.3.10 is missing|compute: Not enough GPUs per node. Need 4 have 0,fftw,4,1,True,1,OR,False,True,System fundamentally lacks resource.,False,1,1,1,0,0,0,0
5011,experiment_0_worker_73_prompt_68,73,worker_73_experiment_0,68,I need to run pip version <= 0.8.9. with support for low latency MPI,standalone,2,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'No single conda environment satisfies both the pip version (<=0.8.9) and low-latency MPI requirements.', 'metrics': {'queue_depth': -1, 'ets_seconds': -1}, 'constraints': []}",4,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,"software: pip@0.8.9 has another version, but this requirement is not satisfied.",pip,0,1,True,1,,False,True,System fundamentally lacks resource.,True,1,0,1,0,0,0,0
5012,experiment_0_worker_73_prompt_96,73,worker_73_experiment_0,96,"I want a system to run requests <= 1.15.6, 1 cores, ethernet, and local-scratch with support for low latency MPI",standalone,5,"{'verdict': 'INCOMPATIBLE', 'reasoning': '`requests` library not found, and low latency MPI is not supported by the hardware.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",10,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,"software: requests@1.15.6 has another version, but this requirement is not satisfied.",requests,0,1,True,1,NONE,False,True,System fundamentally lacks resource.,True,1,1,1,1,1,0,0
5013,experiment_0_worker_73_prompt_21,73,worker_73_experiment_0,21,I want a system to run flask with 1 cores to run on CPU OR 4 GPU per node,standalone,2,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'Cluster has sufficient CPU cores, but lacks GPUs as requested by the user.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",3,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,"software: flask@3.10.9 has another version, but this requirement is not satisfied.",flask,0,1,False,0,,False,True,System fundamentally lacks resource.,False,1,0,0,0,0,0,0
5014,experiment_0_worker_73_prompt_82,73,worker_73_experiment_0,82,I want a system to run dask-mpi (== 3.8.7) with 1 cores. with support for low latency MPI to run on CPU  AND 6 GPU per node,standalone,3,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'The system has 0 GPUs, while the request requires 6 GPUs. The dask-mpi package is not found installed.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",8,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,software: dask-mpi@3.8.7 is missing|compute: Not enough GPUs per node. Need 6 have 0,dask-mpi,6,1,True,1,AND,False,True,System fundamentally lacks resource.,True,1,1,1,0,0,0,0
5015,experiment_0_worker_73_prompt_54,73,worker_73_experiment_0,54,Does this system have numpy? to run on CPU  AND 7 GPU per node,standalone,1,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'Numpy is installed, but the system does not have the requested 7 GPUs.', 'metrics': {'queue_depth': -1, 'ets_seconds': -1}, 'constraints': ['Requires 7 GPUs which are not available.']}",1,False,0,True,0,1,COMPATIBLE,INCOMPATIBLE,,numpy,0,1,False,0,,True,False,"Agent claimed incompatible, but system has capability",False,1,0,0,0,0,0,0
5016,experiment_0_worker_73_prompt_91,73,worker_73_experiment_0,91,I need to run diffusers version <= 0.4.5.,standalone,2,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'Diffusers is not installed on the cluster.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",3,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,software: diffusers@0.4.5 is missing,diffusers,0,1,False,0,,False,True,System fundamentally lacks resource.,True,1,0,0,0,0,0,0
5017,experiment_0_worker_73_prompt_86,73,worker_73_experiment_0,86,I want a system with nfs storage available for mvapich2 >= 3.5.7 using 1 nodes with support for low latency MPI to run on CPU OR 1 GPU per node,standalone,4,"{'verdict': 'READY', 'reasoning': 'mvapich2 >= 3.5.7 is installed (3.6.2). Ethernet interface is not local only. At least 1 CPU node available.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",9,False,0,False,1,0,INCOMPATIBLE,READY,"software: mvapich2@3.5.7 has another version, but this requirement is not satisfied.|compute: Not enough GPUs per node. Need 1 have 0|network: missing requested fabric omnipath",mvapich2,1,1,True,1,OR,False,False,Agent said READY but constraints failed,False,1,1,1,0,1,0,0
5018,experiment_0_worker_73_prompt_75,73,worker_73_experiment_0,75,I need to run bdas == 2.5.3 for a 1 nodes workload. with support for low latency MPI,standalone,3,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'The requested BDAS version 2.5.3 is not installed. Only version 2.3.1 is available.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",8,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,"software: bdas@2.5.3 has another version, but this requirement is not satisfied.",bdas,0,1,True,1,NONE,False,True,System fundamentally lacks resource.,True,1,1,1,0,0,0,0
5019,experiment_0_worker_73_prompt_36,73,worker_73_experiment_0,36,"I want to request to run torch >= 2.0.7, on 1 cores, and local-scratch backend with support for low latency MPI to run on CPU  AND 2 GPU per node",standalone,4,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'The cluster does not have the required number of GPUs. The request requires 2 GPUs per node, but the cluster has 0 GPUs.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",9,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,"software: torch@2.0.7 has another version, but this requirement is not satisfied.|compute: Not enough GPUs per node. Need 2 have 0|network: missing requested fabric omnipath",torch,2,1,True,1,AND,False,True,System fundamentally lacks resource.,False,1,1,1,0,1,0,0
5020,experiment_0_worker_73_prompt_42,73,worker_73_experiment_0,42,I need to run dask >= 0.0.2 on 1 cores with omnipath connectivity with support for low latency MPI to run on CPU OR 3 GPU per node,standalone,4,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'Dask is not installed, no GPUs are available, and I cannot verify omnipath/low latency MPI support.', 'metrics': {'queue_depth': -1, 'ets_seconds': -1}, 'constraints': []}",9,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,software: dask@0.0.2 is missing|compute: Not enough GPUs per node. Need 3 have 0|network: missing requested fabric omnipath,dask,3,1,True,1,OR,False,True,System fundamentally lacks resource.,False,1,1,1,0,1,0,0
5021,experiment_0_worker_73_prompt_32,73,worker_73_experiment_0,32,I need to run t8code >= 1.0.9 on 1 cores with omnipath and lustre to run on CPU OR 3 GPU per node,standalone,5,"{'verdict': 'READY', 'reasoning': 'Cluster has t8code >= 1.0.9 and meets the CPU requirement. Networking and Lustre are likely supported.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",9,False,0,False,1,0,INCOMPATIBLE,READY,"software: t8code@1.0.9 has another version, but this requirement is not satisfied.|compute: Not enough GPUs per node. Need 3 have 0|network: missing requested fabric omnipath|storage: missing requested storage lustre",t8code,3,1,False,0,OR,False,False,Agent said READY but constraints failed,False,1,1,0,1,1,0,0
5022,experiment_0_worker_73_prompt_77,73,worker_73_experiment_0,77,I need to run cudnn == 8.4.1 on 1 cores with omnipath connectivity with support for low latency MPI to run on CPU  AND 6 GPU per node,standalone,4,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'The system does not have cudnn version 8.4.1 installed and has 0 GPUs, failing to meet the requirement of 6 GPUs per node. System does not have omnipath support.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",9,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,software: cudnn@8.4.1 is missing|compute: Not enough GPUs per node. Need 6 have 0|network: missing requested fabric omnipath,cudnn,6,1,True,1,AND,False,True,System fundamentally lacks resource.,False,1,1,1,0,1,0,0
5023,experiment_0_worker_73_prompt_78,73,worker_73_experiment_0,78,I need to run gcc >= 10.3.7 for a 1 nodes workload. with support for low latency MPI to run on CPU  AND 8 GPU per node,standalone,3,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'The installed gcc version is 10.3.5, which is less than the required 10.3.7. Also, there are 0 GPUs available, but the request specified 8 GPUs per node.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",8,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,"software: gcc@10.3.7 has another version, but this requirement is not satisfied.|compute: Not enough GPUs per node. Need 8 have 0",gcc,8,1,True,1,AND,False,True,System fundamentally lacks resource.,True,1,1,1,0,0,0,0
5024,experiment_0_worker_73_prompt_38,73,worker_73_experiment_0,38,I want a system to run mt-gemm with 1 cores,standalone,2,"{'verdict': 'READY', 'reasoning': 'Cluster has mt-gemm available as a spack package and sufficient cores to satisfy the request.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",3,False,0,False,1,0,INCOMPATIBLE,READY,"software: mt-gemm@1.0.8 has another version, but this requirement is not satisfied.",mt-gemm,0,1,False,0,,False,False,Agent said READY but constraints failed,False,1,0,0,0,0,0,0
5025,experiment_0_worker_73_prompt_79,73,worker_73_experiment_0,79,I need to request 1 nodes to run altair == 1.11.5. with support for low latency MPI to run on CPU OR 4 GPU per node,standalone,3,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'The requested altair package is not found, there are no GPUs, and MPI support is unavailable.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",8,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,software: altair@1.11.5 is missing|compute: Not enough GPUs per node. Need 4 have 0,altair,4,1,True,1,OR,False,True,System fundamentally lacks resource.,True,1,1,1,0,0,0,0
5026,experiment_0_worker_73_prompt_45,73,worker_73_experiment_0,45,Does this system have fastapi? with support for low latency MPI to run on CPU  AND 4 GPU per node,standalone,1,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'System does not have GPUs as requested. Also, fastapi does not appear to be installed.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': ['No GPUs', 'fastapi not found']}",2,False,0,True,0,1,COMPATIBLE,INCOMPATIBLE,,fastapi,0,1,True,1,,True,False,"Agent claimed incompatible, but system has capability",False,1,0,1,0,0,0,0
5027,experiment_0_worker_73_prompt_13,73,worker_73_experiment_0,13,I need to request 1 cores to run chatterbug >= 1.0.1. with support for low latency MPI to run on CPU  AND 8 GPU per node,standalone,3,"{'verdict': 'INCOMPATIBLE', 'reasoning': ""The cluster does not have the requested number of GPUs, and the installed chatterbug version doesn't have MPI enabled."", 'metrics': {'queue_depth': -1, 'ets_seconds': -1}, 'constraints': []}",8,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,"software: chatterbug@1.0.1 has another version, but this requirement is not satisfied.|compute: Not enough GPUs per node. Need 8 have 0",chatterbug,8,1,True,1,AND,False,True,System fundamentally lacks resource.,True,1,1,1,0,0,0,0
5028,experiment_0_worker_73_prompt_5,73,worker_73_experiment_0,5,I want a system to run torchvision (== 3.13.4) with 1 cores. to run on CPU  AND 1 GPU per node,standalone,3,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'Cluster does not have GPUs and torchvision is not installed.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",7,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,"software: torchvision@3.13.4 has another version, but this requirement is not satisfied.|compute: Not enough GPUs per node. Need 1 have 0",torchvision,1,1,False,0,AND,False,True,System fundamentally lacks resource.,True,1,1,0,0,0,0,0
5029,experiment_0_worker_73_prompt_56,73,worker_73_experiment_0,56,"I want a system to run scanpy == 3.15.8, 1 cores, omnipath, and nfs with support for low latency MPI to run on CPU OR 6 GPU per node",standalone,5,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'scanpy 3.15.8 is not available, and the system has no GPUs.', 'metrics': {'queue_depth': -1, 'ets_seconds': -1}, 'constraints': []}",10,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,software: scanpy@3.15.8 is missing|compute: Not enough GPUs per node. Need 6 have 0|network: missing requested fabric omnipath|storage: missing requested storage nfs,scanpy,6,1,True,1,OR,False,True,System fundamentally lacks resource.,False,1,1,1,1,1,0,0
5030,experiment_0_worker_73_prompt_52,73,worker_73_experiment_0,52,I need to run transformers <= 1.5.1 for a 1 cores workload. with support for low latency MPI,standalone,3,"{'verdict': 'READY', 'reasoning': 'The cluster has transformers <= 1.5.1 (0.15.4 specifically) in the ml-gpu-2 environment, as well as mpi4py, and sufficient resources.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",8,False,0,False,1,0,INCOMPATIBLE,READY,"software: transformers@1.5.1 has another version, but this requirement is not satisfied.",transformers,0,1,True,1,NONE,False,False,Agent said READY but constraints failed,False,1,1,1,0,0,0,0
5031,experiment_0_worker_73_prompt_51,73,worker_73_experiment_0,51,I need to run dask-mpi <= 1.4.3 for a 1 nodes workload. with support for low latency MPI,standalone,3,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'dask-mpi is not pre-installed via conda or spack. AVX instructions are also not supported.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",8,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,software: dask-mpi@1.4.3 is missing,dask-mpi,0,1,True,1,NONE,False,True,System fundamentally lacks resource.,True,1,1,1,0,0,0,0
5032,experiment_0_worker_73_prompt_37,73,worker_73_experiment_0,37,I need to request 1 cores to run openfoam == 2212. with support for low latency MPI to run on CPU OR 5 GPU per node,standalone,3,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'The cluster lacks the requested GPUs. OpenFOAM is not installed via Spack. The user needs to specify how OpenFOAM has been installed (via a conda environment for example).', 'metrics': {'queue_depth': -1, 'ets_seconds': -1}, 'constraints': []}",8,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,software: openfoam@2212 is missing|compute: Not enough GPUs per node. Need 5 have 0,openfoam,5,1,True,1,OR,False,True,System fundamentally lacks resource.,False,1,1,1,0,0,0,0
5033,experiment_0_worker_73_prompt_4,73,worker_73_experiment_0,4,I need to run python <= 0.3.7 for a 1 cores workload. to run on CPU  AND 1 GPU per node,standalone,3,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'Python 0.13.2 is available, satisfying the version constraint (<= 0.3.7). However, no GPUs are available, failing the GPU requirement.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",7,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,"software: python@0.3.7 has another version, but this requirement is not satisfied.|compute: Not enough GPUs per node. Need 1 have 0",python,1,1,False,0,AND,False,True,System fundamentally lacks resource.,True,1,1,0,0,0,0,0
5034,experiment_0_worker_73_prompt_97,73,worker_73_experiment_0,97,I want a system to run mixbench (>= 1.0.9) with 1 cores. with support for low latency MPI,standalone,3,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'Installed mixbench version (1.0.7) is less than the requested version (>= 1.0.9). AVX support is missing, which is important for optimal performance.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",8,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,"software: mixbench@1.0.9 has another version, but this requirement is not satisfied.",mixbench,0,1,True,1,NONE,False,True,System fundamentally lacks resource.,True,1,1,1,0,0,0,0
5035,experiment_0_worker_73_prompt_94,73,worker_73_experiment_0,94,Is gdb available for a 1 nodes job? to run on CPU OR 3 GPU per node,standalone,2,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'gdb not found via spack and the hardware has no GPUs, thus incompatible with the request.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",3,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,software: gdb@12.1 is missing,gdb,0,1,False,0,,False,True,System fundamentally lacks resource.,True,1,0,0,0,0,0,0
5036,experiment_0_worker_73_prompt_62,73,worker_73_experiment_0,62,I want a system with nfs storage available for networkx == 0.10.5 using 1 cores with support for low latency MPI to run on CPU  AND 8 GPU per node,standalone,4,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'The system has no GPUs, networkx is not installed, and MPI is not supported.', 'metrics': {'queue_depth': -1, 'ets_seconds': -1}, 'constraints': ['No GPUs', 'networkx not installed', 'MPI not supported']}",9,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,software: networkx@0.10.5 is missing|compute: Not enough GPUs per node. Need 8 have 0,networkx,8,1,True,1,AND,False,True,System fundamentally lacks resource.,True,1,1,1,0,1,0,0
5037,experiment_0_worker_73_prompt_19,73,worker_73_experiment_0,19,I need to run bdas version <= 2.3.1. to run on CPU OR 6 GPU per node,standalone,2,"{'verdict': 'READY', 'reasoning': 'Cluster has bdas version 2.3.1 available and sufficient CPU resources. No GPUs available, so can only run on CPU.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",3,True,0,True,0,0,READY,READY,,bdas,0,1,False,0,,True,True,System meets all constraints and is READY,True,1,0,0,0,0,0,0
5038,experiment_0_worker_73_prompt_40,73,worker_73_experiment_0,40,I want a system to run t8code (>= 1.0.4) with 1 cores. with support for low latency MPI,standalone,3,"{'verdict': 'READY', 'reasoning': 't8code is available (>= 1.0.4) and the system has the requested resources.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",8,False,0,False,1,0,INCOMPATIBLE,READY,"software: t8code@1.0.4 has another version, but this requirement is not satisfied.",t8code,0,1,True,1,NONE,False,False,Agent said READY but constraints failed,False,1,1,1,0,0,0,0
5039,experiment_0_worker_73_prompt_15,73,worker_73_experiment_0,15,"I want to request to run amg2023 == 2023.1.9, on 1 nodes, and local-scratch backend with support for low latency MPI to run on CPU OR 6 GPU per node",standalone,4,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'The requested version of amg2023 (2023.1.9) is not available. The installed version is amg2023==2023.1.6. Also, there are no GPUs available.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",9,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,"software: amg2023@2023.1.9 has another version, but this requirement is not satisfied.|compute: Not enough GPUs per node. Need 6 have 0",amg2023,6,1,True,1,OR,False,True,System fundamentally lacks resource.,True,1,1,1,0,1,0,0
5040,experiment_0_worker_73_prompt_74,73,worker_73_experiment_0,74,Does this system have cuda?,standalone,1,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'System has no GPUs, thus no CUDA.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",1,False,0,True,0,1,COMPATIBLE,INCOMPATIBLE,,cuda,0,1,False,0,,True,False,"Agent claimed incompatible, but system has capability",False,1,0,0,0,0,0,0
5041,experiment_0_worker_73_prompt_34,73,worker_73_experiment_0,34,I need to run mfem <= 4.4.0 for a 1 cores workload. to run on CPU OR 7 GPU per node,standalone,3,"{'verdict': 'READY', 'reasoning': ""MFEM is installed (version 4.7.6, which satisfies the user's requirement of <= 4.4.0) and the cluster has sufficient CPU resources for a 1-core workload. The cluster has no GPUs."", 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': ['No GPUs available']}",7,False,0,False,1,0,INCOMPATIBLE,READY,"software: mfem@4.4.0 has another version, but this requirement is not satisfied.|compute: Not enough GPUs per node. Need 7 have 0",mfem,7,1,False,0,OR,False,False,Agent said READY but constraints failed,False,1,1,0,0,0,0,0
5042,experiment_0_worker_73_prompt_31,73,worker_73_experiment_0,31,I need to request 1 nodes to run xgboost <= 3.11.3. to run on CPU OR 3 GPU per node,standalone,3,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'Xgboost version is too old (0.4.2 vs <=3.11.3 requested), and there are no GPUs available.', 'metrics': {'queue_depth': -1, 'ets_seconds': -1}, 'constraints': []}",7,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,"software: xgboost@3.11.3 has another version, but this requirement is not satisfied.|compute: Not enough GPUs per node. Need 3 have 0",xgboost,3,1,False,0,OR,False,True,System fundamentally lacks resource.,True,1,1,0,0,0,0,0
5043,experiment_0_worker_73_prompt_27,73,worker_73_experiment_0,27,"I need to run boost >= 1.79.0, 1 nodes, omnipath, and local-scratch right now. to run on CPU OR 6 GPU per node",standalone,6,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'Boost >= 1.79.0 is required but not installed on the system via spack.', 'metrics': {'queue_depth': 0, 'ets_seconds': 0}, 'constraints': []}",10,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,software: boost@1.79.0 is missing|compute: Not enough GPUs per node. Need 6 have 0|network: missing requested fabric omnipath,boost,6,1,False,0,OR,False,True,System fundamentally lacks resource.,False,1,1,0,1,1,1,0
5044,experiment_0_worker_73_prompt_18,73,worker_73_experiment_0,18,"I want to request to run diffusers == 2.1.1, on 1 nodes, and lustre backend to run on CPU  AND 5 GPU per node",standalone,4,"{'verdict': 'INCOMPATIBLE', 'reasoning': 'The request requires 5 GPUs per node, but the machine has no GPUs available.', 'metrics': {'queue_depth': -1, 'ets_seconds': -1}, 'constraints': ['No GPUs available']}",8,True,0,False,0,0,INCOMPATIBLE,INCOMPATIBLE,software: diffusers@2.1.1 is missing|compute: Not enough GPUs per node. Need 5 have 0|network: missing requested fabric omnipath,diffusers,5,1,False,0,AND,False,True,System fundamentally lacks resource.,False,1,1,0,0,1,0,0
